pago_id,metodo_pago,total,descuento,copago,fecha_pago,estado_pago
3036,Tarjeta,266.7,283.1,69.72,2024-08-16,Pagado
3037,Tarjeta,724.76,268.56,83.29,2023-10-04,Pagado
3038,Seguro,1027.55,55.87,75.09,2025-02-19,Pagado
3039,Efectivo,101.25,242.97,71.75,2025-04-19,Anulado
3040,Efectivo,60.01,207.88,31.22,2025-02-27,Anulado
3041,Tarjeta,413.93,268.83,20.44,2023-12-21,Pendiente
3042,Efectivo,437.29,57.33,88.69,2024-10-13,Pagado
3043,Efectivo,966.77,161.22,81.07,2023-12-18,Pagado
3044,Transferencia,582.34,190.39,96.83,2025-04-28,Pagado
3045,Transferencia,986.22,267.26,62.59,2023-09-24,Pagado
3046,Transferencia,723.87,131.97,59.24,2023-09-22,Anulado
3047,Transferencia,1141.47,206.12,11.37,2024-03-10,Pendiente
3048,Seguro,833.51,268.09,65.25,2024-11-09,Pendiente
3049,Transferencia,585.82,211.81,30.72,2025-04-23,Anulado
3050,Tarjeta,189.0,146.84,69.67,2023-11-01,Pagado
3051,Seguro,950.05,47.2,28.94,2024-05-29,Pendiente
3052,Tarjeta,1084.27,188.77,45.03,2025-05-05,Anulado
3053,Seguro,807.47,108.8,20.42,2024-08-28,Anulado
3054,Tarjeta,812.95,166.83,63.57,2024-10-18,Anulado
3055,Efectivo,370.38,137.04,91.02,2024-01-13,Pendiente
3056,Tarjeta,1032.69,24.09,37.23,2024-06-28,Pagado
3057,Tarjeta,187.17,152.94,75.76,2024-03-11,Anulado
3058,Seguro,1447.73,239.36,77.94,2023-06-15,Anulado
3059,Efectivo,235.26,3.5,43.59,2025-05-03,Anulado
3060,Seguro,974.95,230.22,40.33,2024-03-14,Pendiente
3061,Tarjeta,1486.18,148.26,47.1,2024-06-21,Pendiente
3062,Seguro,407.59,167.85,35.84,2025-04-07,Anulado
3063,Efectivo,1341.34,0.29,52.77,2025-05-05,Pagado
3064,Transferencia,262.62,140.91,16.89,2024-02-08,Pagado
3065,Transferencia,561.08,227.81,24.2,2024-02-29,Anulado
3066,Seguro,477.69,171.83,98.58,2025-02-20,Pagado
3067,Transferencia,941.88,275.09,28.9,2024-09-01,Pagado
3068,Transferencia,514.56,223.23,41.48,2023-12-02,Pendiente
3069,Transferencia,337.66,140.98,51.35,2024-02-27,Pagado
3070,Efectivo,127.68,221.5,9.1,2024-10-29,Anulado
3071,Tarjeta,1117.64,283.47,94.0,2024-07-31,Pendiente
3072,Seguro,371.1,222.87,16.77,2025-04-29,Anulado
3073,Seguro,1002.38,138.36,71.98,2024-11-13,Pagado
3074,Tarjeta,1423.26,61.35,91.81,2023-09-06,Pendiente
3075,Transferencia,868.21,179.52,6.53,2024-05-13,Anulado
3076,Seguro,57.38,28.81,12.38,2023-08-07,Anulado
3077,Efectivo,488.43,155.82,39.63,2023-11-04,Anulado
3078,Efectivo,1134.3,62.36,85.89,2024-01-14,Pagado
3079,Seguro,498.84,277.19,44.73,2025-03-05,Anulado
3080,Tarjeta,1013.49,154.23,61.4,2025-04-14,Anulado
3081,Transferencia,182.48,297.52,79.5,2024-05-04,Anulado
3082,Efectivo,919.23,148.69,91.85,2024-12-06,Pendiente
3083,Transferencia,975.83,167.77,1.45,2024-12-27,Pendiente
3084,Seguro,1231.18,214.73,41.85,2024-09-04,Anulado
3085,Transferencia,419.67,148.13,21.34,2024-11-13,Pagado
3086,Seguro,1163.76,264.65,74.42,2024-02-02,Anulado
3087,Transferencia,239.61,283.02,3.0,2024-05-19,Pendiente
3088,Seguro,683.28,275.52,8.79,2023-07-18,Pagado
3089,Seguro,836.36,268.18,74.02,2024-02-20,Pendiente
3090,Efectivo,910.45,276.71,53.97,2024-09-21,Pagado
3091,Seguro,446.49,244.59,35.48,2024-10-29,Anulado
3092,Seguro,786.76,185.69,50.34,2024-09-17,Pendiente
3093,Tarjeta,1133.01,17.33,23.97,2023-06-26,Anulado
3094,Seguro,456.61,240.66,95.23,2023-07-22,Pagado
3095,Transferencia,1398.99,89.45,87.49,2023-09-12,Pendiente
3096,Transferencia,816.17,178.46,17.68,2023-11-23,Pagado
3097,Tarjeta,1239.36,205.81,38.89,2024-05-27,Pagado
3098,Seguro,142.07,156.33,4.5,2023-09-04,Pendiente
3099,Transferencia,658.43,87.22,42.72,2025-02-22,Pendiente
3100,Efectivo,357.31,120.71,44.13,2024-06-12,Pendiente
3101,Seguro,1115.25,174.85,65.71,2024-06-04,Pagado
3102,Seguro,167.54,53.23,81.25,2024-06-21,Pagado
3103,Tarjeta,1104.19,244.84,40.51,2024-03-12,Pendiente
3104,Transferencia,849.31,122.63,50.27,2024-12-08,Anulado
3105,Efectivo,975.79,270.88,4.44,2023-10-12,Pendiente
3106,Efectivo,505.09,180.65,21.49,2023-06-09,Pendiente
3107,Tarjeta,1275.38,124.8,71.51,2023-11-02,Pendiente
3108,Efectivo,195.6,67.03,31.38,2023-06-02,Anulado
3109,Efectivo,1161.31,7.77,58.61,2023-06-15,Pendiente
3110,Tarjeta,1195.24,3.47,99.15,2024-12-05,Pagado
3111,Efectivo,317.32,88.29,35.38,2025-01-17,Pendiente
3112,Efectivo,1446.51,27.79,37.48,2023-09-26,Pagado
3113,Seguro,1134.13,196.22,9.06,2023-12-22,Pendiente
3114,Efectivo,325.05,120.35,78.44,2024-12-23,Pendiente
3115,Efectivo,1321.78,100.81,57.56,2024-08-03,Anulado
3116,Tarjeta,1258.31,172.92,53.23,2023-06-19,Pagado
3117,Seguro,1202.68,147.74,48.3,2025-01-16,Anulado
3118,Efectivo,980.92,183.1,14.76,2023-07-06,Pagado
3119,Tarjeta,1139.26,284.32,84.96,2023-12-05,Anulado
3120,Transferencia,75.05,275.52,70.2,2024-04-29,Anulado
3121,Seguro,171.41,288.85,22.0,2025-04-03,Pagado
3122,Efectivo,1155.49,83.83,35.3,2023-08-23,Pagado
3123,Efectivo,865.68,282.6,77.17,2024-01-01,Pendiente
3124,Efectivo,1015.3,283.1,82.68,2024-03-20,Pendiente
3125,Efectivo,1406.67,141.36,36.32,2023-11-30,Anulado
3126,Transferencia,608.77,214.9,25.49,2023-09-20,Pagado
3127,Seguro,629.17,20.49,91.81,2025-02-04,Pagado
3128,Seguro,1194.04,222.2,72.08,2025-04-24,Anulado
3129,Tarjeta,1379.43,298.4,59.19,2024-10-31,Pendiente
3130,Efectivo,672.52,147.12,9.33,2024-06-08,Pagado
3131,Efectivo,853.83,14.42,64.32,2023-08-15,Anulado
3132,Efectivo,1353.87,200.17,13.18,2024-02-26,Anulado
3133,Tarjeta,1318.46,184.37,60.87,2024-05-13,Pagado
3134,Tarjeta,135.97,97.36,58.37,2023-08-15,Anulado
3135,Seguro,892.17,274.58,5.96,2024-07-02,Pagado
3136,Tarjeta,216.78,85.35,66.27,2023-06-09,Anulado
3137,Seguro,854.71,206.26,70.11,2024-08-28,Pagado
3138,Efectivo,1328.14,211.17,63.33,2023-12-22,Anulado
3139,Seguro,1297.26,14.52,28.82,2024-08-01,Pagado
3140,Transferencia,286.75,19.53,75.45,2025-03-31,Pagado
3141,Seguro,58.53,36.73,78.6,2024-07-27,Pagado
3142,Efectivo,417.1,224.15,80.73,2024-04-17,Pagado
3143,Efectivo,1053.1,149.87,10.22,2024-09-29,Pagado
3144,Tarjeta,446.1,169.18,26.36,2023-08-31,Anulado
3145,Transferencia,93.26,121.18,59.06,2023-08-24,Anulado
3146,Transferencia,1251.52,273.52,3.47,2024-01-14,Pagado
3147,Seguro,430.3,119.51,59.41,2023-10-26,Pagado
3148,Transferencia,878.67,12.19,25.79,2024-12-28,Anulado
3149,Transferencia,163.35,42.92,61.87,2024-08-16,Pagado
3150,Transferencia,949.43,136.29,85.94,2025-01-01,Anulado
3151,Seguro,1366.17,53.74,84.8,2023-06-08,Anulado
3152,Transferencia,708.5,225.82,60.48,2024-01-03,Anulado
3153,Transferencia,333.11,28.72,93.82,2025-02-16,Pendiente
3154,Seguro,251.53,294.12,40.09,2023-06-16,Pendiente
3155,Transferencia,1024.83,112.6,51.88,2025-01-27,Anulado
3156,Efectivo,245.39,234.7,68.64,2024-12-27,Pagado
3157,Seguro,1438.11,25.44,75.86,2024-05-13,Pendiente
3158,Tarjeta,1164.66,162.04,43.54,2024-07-21,Pagado
3159,Transferencia,915.31,38.24,80.79,2024-10-10,Pendiente
3160,Seguro,750.52,13.79,39.58,2024-02-10,Pendiente
3161,Tarjeta,1266.82,223.8,82.15,2023-09-12,Pendiente
3162,Efectivo,279.3,269.05,82.19,2023-11-07,Pendiente
3163,Tarjeta,349.11,215.04,14.75,2023-12-14,Pagado
3164,Transferencia,310.0,60.92,15.14,2023-07-09,Anulado
3165,Seguro,1255.16,0.21,32.1,2024-11-14,Anulado
3166,Transferencia,920.29,263.57,45.26,2024-10-10,Pagado
3167,Transferencia,1435.9,16.97,77.27,2024-05-14,Pagado
3168,Transferencia,1366.88,269.13,33.05,2024-08-19,Pagado
3169,Tarjeta,1092.54,154.51,37.15,2024-10-07,Pendiente
3170,Efectivo,527.61,288.2,62.37,2023-12-19,Pendiente
3171,Tarjeta,401.19,38.06,71.78,2024-10-22,Pagado
3172,Efectivo,926.57,264.96,92.14,2025-03-09,Anulado
3173,Transferencia,1378.8,266.73,22.62,2024-08-31,Pagado
3174,Transferencia,1367.72,192.2,7.51,2024-06-20,Pagado
3175,Seguro,792.39,79.57,90.69,2024-03-20,Pagado
3176,Seguro,1320.13,144.51,76.21,2023-12-23,Pagado
3177,Transferencia,115.44,44.58,92.8,2024-12-28,Pendiente
3178,Tarjeta,380.72,65.1,62.27,2023-06-06,Anulado
3179,Efectivo,778.26,195.94,96.01,2025-03-04,Anulado
3180,Seguro,268.38,93.22,97.34,2025-04-09,Pendiente
3181,Seguro,803.01,184.97,80.55,2023-07-31,Pagado
3182,Transferencia,574.35,142.04,97.24,2024-08-25,Pendiente
3183,Tarjeta,654.67,230.17,30.05,2024-11-10,Anulado
3184,Tarjeta,333.36,227.16,49.4,2023-11-16,Anulado
3185,Tarjeta,506.12,88.63,18.57,2023-10-24,Anulado
3186,Transferencia,343.77,35.03,89.9,2023-10-09,Anulado
3187,Tarjeta,852.63,99.34,98.49,2024-05-29,Pendiente
3188,Transferencia,580.01,166.21,52.73,2025-01-19,Anulado
3189,Seguro,280.31,296.1,44.14,2025-01-11,Pendiente
3190,Seguro,600.55,113.66,4.43,2025-04-22,Pagado
3191,Seguro,483.88,212.03,82.78,2024-04-28,Pendiente
3192,Efectivo,1098.29,38.81,62.58,2024-12-10,Pendiente
3193,Tarjeta,154.77,252.6,21.51,2023-12-25,Pendiente
3194,Transferencia,926.06,30.82,77.71,2024-10-23,Anulado
3195,Tarjeta,624.39,28.58,65.48,2024-10-23,Pendiente
3196,Transferencia,1082.21,282.17,25.69,2024-05-11,Pendiente
3197,Tarjeta,55.5,245.71,1.52,2024-06-01,Pendiente
3198,Efectivo,452.18,85.85,14.23,2024-12-08,Anulado
3199,Seguro,1400.49,105.76,46.14,2023-12-11,Pendiente
3200,Tarjeta,359.62,178.55,61.23,2025-03-20,Pendiente
3201,Efectivo,1225.62,205.06,36.24,2023-11-14,Pagado
3202,Tarjeta,1336.39,235.65,93.28,2024-11-08,Pagado
3203,Seguro,1270.9,140.22,9.22,2024-03-01,Pagado
3204,Tarjeta,1198.14,90.76,29.45,2024-01-02,Anulado
3205,Seguro,578.23,213.43,70.1,2025-02-24,Anulado
3206,Seguro,959.0,220.1,52.35,2024-09-06,Pagado
3207,Seguro,792.02,16.11,71.06,2024-04-16,Pagado
3208,Efectivo,581.22,177.23,49.91,2023-09-10,Pendiente
3209,Tarjeta,711.7,293.29,21.96,2023-06-16,Pagado
3210,Seguro,1359.38,175.01,4.5,2024-10-13,Pagado
3211,Tarjeta,220.41,50.21,22.91,2023-11-13,Anulado
3212,Transferencia,432.86,12.29,87.98,2025-02-05,Pagado
3213,Transferencia,703.18,205.73,98.06,2024-10-25,Anulado
3214,Tarjeta,1206.46,166.67,30.97,2025-02-02,Pendiente
3215,Seguro,420.97,137.71,22.12,2024-08-17,Pendiente
3216,Seguro,1296.46,294.6,35.33,2024-09-21,Pagado
3217,Efectivo,1024.7,134.78,96.24,2024-12-08,Pagado
3218,Tarjeta,1289.47,164.89,15.47,2023-12-19,Pagado
3219,Tarjeta,225.34,248.7,21.25,2024-08-22,Anulado
3220,Seguro,1304.56,161.16,48.08,2024-03-01,Pendiente
3221,Seguro,243.81,78.43,79.04,2023-11-03,Anulado
3222,Tarjeta,336.46,3.33,29.94,2024-03-06,Pendiente
3223,Seguro,876.38,198.68,3.67,2024-11-26,Pendiente
3224,Seguro,1007.19,119.13,88.74,2023-09-11,Anulado
3225,Transferencia,1483.38,28.35,20.24,2024-02-16,Anulado
3226,Transferencia,348.1,102.02,81.14,2024-03-17,Pendiente
3227,Efectivo,213.07,156.26,30.93,2024-05-28,Pendiente
3228,Transferencia,192.21,290.06,18.13,2024-08-14,Pagado
3229,Seguro,1136.57,140.3,68.22,2024-06-09,Pendiente
3230,Efectivo,495.05,213.1,93.8,2024-02-25,Pendiente
3231,Transferencia,957.58,158.71,8.32,2023-12-12,Pendiente
3232,Transferencia,890.11,277.71,73.81,2024-08-18,Anulado
3233,Transferencia,880.44,77.4,7.33,2024-12-08,Pagado
3234,Seguro,882.02,59.2,10.44,2023-07-31,Pendiente
3235,Tarjeta,1368.91,118.16,57.62,2023-12-28,Pagado
3236,Seguro,629.64,128.3,49.24,2023-10-23,Pendiente
3237,Transferencia,873.54,108.26,55.9,2024-05-14,Pagado
3238,Tarjeta,1258.5,92.58,48.55,2024-04-23,Anulado
3239,Efectivo,898.0,66.02,81.4,2024-10-11,Anulado
3240,Efectivo,1441.9,195.71,79.94,2023-05-21,Pagado
3241,Seguro,1190.6,256.49,19.2,2024-06-19,Anulado
3242,Efectivo,1035.39,147.0,40.6,2024-08-16,Pendiente
3243,Efectivo,98.08,22.5,22.39,2024-10-12,Pagado
3244,Transferencia,496.52,290.11,30.78,2023-08-13,Pagado
3245,Tarjeta,648.41,75.33,61.85,2024-08-01,Pagado
3246,Transferencia,1489.59,181.11,8.7,2024-04-11,Anulado
3247,Seguro,191.01,280.13,77.73,2024-04-07,Pendiente
3248,Seguro,1070.85,5.56,83.92,2024-06-10,Anulado
3249,Efectivo,546.81,271.72,22.42,2024-07-24,Anulado
3250,Efectivo,603.06,183.93,57.23,2023-10-08,Pendiente
3251,Tarjeta,611.3,54.45,3.66,2024-04-23,Anulado
3252,Seguro,221.35,240.29,76.17,2023-05-17,Pendiente
3253,Tarjeta,676.91,67.12,17.35,2024-06-26,Pendiente
3254,Seguro,873.04,131.65,15.82,2023-08-09,Pendiente
3255,Transferencia,949.65,140.69,66.46,2024-12-09,Anulado
3256,Transferencia,574.77,204.61,61.81,2023-08-10,Pagado
3257,Seguro,727.01,35.56,68.13,2024-04-13,Pendiente
3258,Efectivo,1258.63,139.96,49.91,2025-02-19,Anulado
3259,Tarjeta,1108.73,255.01,0.46,2024-09-17,Anulado
3260,Seguro,786.57,121.89,55.18,2023-07-28,Anulado
3261,Seguro,1143.77,10.48,75.62,2023-12-08,Pendiente
3262,Seguro,340.68,104.03,37.85,2024-09-20,Pendiente
3263,Transferencia,1252.45,284.67,91.58,2024-12-09,Pendiente
3264,Transferencia,443.74,148.86,16.82,2024-09-19,Pagado
3265,Tarjeta,760.5,251.9,65.79,2023-11-20,Pendiente
3266,Seguro,1222.29,239.55,73.54,2023-06-28,Anulado
3267,Seguro,1000.94,116.17,61.9,2024-06-19,Anulado
3268,Transferencia,1460.05,223.37,34.89,2024-07-14,Anulado
3269,Tarjeta,448.86,133.01,25.27,2024-08-05,Pendiente
3270,Efectivo,1089.51,38.91,2.35,2024-03-16,Pendiente
3271,Tarjeta,691.89,50.9,64.75,2024-08-06,Anulado
3272,Transferencia,1034.88,224.41,61.11,2023-10-20,Pendiente
3273,Tarjeta,980.44,77.61,87.75,2023-09-15,Pagado
3274,Seguro,1216.86,104.82,55.4,2025-02-05,Pagado
3275,Seguro,811.22,112.38,53.21,2024-02-06,Pagado
3276,Transferencia,1391.12,174.1,18.65,2025-02-11,Anulado
3277,Efectivo,409.13,180.25,30.29,2024-01-14,Anulado
3278,Efectivo,1060.11,83.01,78.08,2024-06-08,Pendiente
3279,Tarjeta,714.97,16.61,80.29,2024-08-24,Pendiente
3280,Efectivo,560.03,216.51,38.63,2023-12-01,Pagado
3281,Transferencia,1265.72,94.27,4.59,2023-11-30,Anulado
3282,Tarjeta,641.04,154.96,86.93,2024-02-22,Pendiente
3283,Seguro,348.66,267.26,92.45,2024-01-15,Pendiente
3284,Transferencia,989.19,79.94,98.34,2025-04-05,Pendiente
3285,Seguro,1131.07,74.29,85.08,2024-06-10,Pagado
3286,Seguro,335.02,235.14,61.93,2023-05-20,Pendiente
3287,Efectivo,536.73,43.99,5.37,2024-11-03,Anulado
3288,Transferencia,1236.33,20.94,87.71,2023-05-27,Pagado
3289,Tarjeta,961.01,130.86,48.29,2023-11-01,Anulado
3290,Efectivo,1038.99,178.9,11.5,2024-04-07,Pendiente
3291,Transferencia,908.25,138.45,56.58,2023-11-25,Pendiente
3292,Tarjeta,801.64,298.75,86.3,2023-07-08,Pagado
3293,Seguro,176.43,75.48,88.94,2023-07-21,Pendiente
3294,Transferencia,440.91,283.94,52.81,2025-02-17,Pagado
3295,Transferencia,83.24,242.57,34.39,2024-04-01,Anulado
3296,Tarjeta,644.35,55.72,46.73,2023-07-04,Anulado
3297,Seguro,1298.04,141.11,43.27,2024-08-11,Pendiente
3298,Efectivo,747.28,190.95,91.43,2024-07-03,Anulado
3299,Efectivo,1415.09,179.91,23.92,2024-09-23,Anulado
3300,Seguro,1387.54,258.81,57.0,2024-01-25,Pagado
3301,Tarjeta,763.38,76.07,59.82,2024-10-31,Anulado
3302,Transferencia,1441.93,30.74,73.64,2024-03-01,Pagado
3303,Tarjeta,772.43,280.55,44.59,2024-07-01,Pendiente
3304,Efectivo,759.45,19.84,4.49,2024-01-06,Pendiente
3305,Transferencia,222.7,8.99,42.73,2024-03-19,Pagado
3306,Seguro,101.93,136.52,20.5,2025-02-02,Anulado
3307,Transferencia,689.98,219.23,51.23,2023-06-14,Pagado
3308,Efectivo,380.6,155.26,76.88,2023-12-19,Pendiente
3309,Tarjeta,677.65,259.82,65.99,2024-01-02,Anulado
3310,Efectivo,1308.57,263.29,62.02,2025-04-08,Pendiente
3311,Tarjeta,795.41,184.3,18.91,2023-07-24,Pendiente
3312,Tarjeta,1198.2,235.76,80.36,2024-02-10,Pendiente
3313,Tarjeta,1122.07,24.81,49.24,2025-01-27,Anulado
3314,Transferencia,1131.86,150.77,26.7,2024-09-07,Pendiente
3315,Transferencia,1338.7,165.25,65.9,2024-04-28,Pendiente
3316,Tarjeta,84.73,298.75,97.17,2024-12-16,Pagado
3317,Seguro,958.18,111.52,0.51,2023-08-22,Anulado
3318,Transferencia,274.05,185.79,78.12,2024-07-19,Pagado
3319,Transferencia,280.48,250.02,64.9,2024-05-08,Pagado
3320,Seguro,602.59,65.68,95.94,2023-08-03,Pagado
3321,Tarjeta,569.41,289.3,35.26,2024-04-20,Pagado
3322,Tarjeta,92.56,179.17,59.32,2024-05-21,Pendiente
3323,Transferencia,1217.39,252.48,80.43,2025-03-11,Anulado
3324,Seguro,352.3,49.01,11.75,2023-08-25,Anulado
3325,Transferencia,361.75,167.53,92.14,2024-11-18,Pagado
3326,Efectivo,473.7,60.14,66.43,2023-10-29,Anulado
3327,Tarjeta,1064.69,227.42,69.29,2024-10-12,Pendiente
3328,Tarjeta,1221.23,16.64,52.83,2025-02-23,Pagado
3329,Efectivo,871.59,273.01,5.59,2023-12-16,Pendiente
3330,Transferencia,819.5,212.64,21.75,2024-05-03,Anulado
3331,Transferencia,693.02,247.37,60.0,2024-01-19,Pagado
3332,Tarjeta,442.8,215.01,63.81,2023-06-01,Pendiente
3333,Tarjeta,813.09,31.49,85.8,2024-11-20,Anulado
3334,Tarjeta,754.73,257.87,18.78,2024-09-28,Anulado
3335,Tarjeta,683.06,82.35,13.15,2023-07-05,Pendiente
3336,Efectivo,781.44,55.4,36.23,2024-10-10,Anulado
3337,Seguro,1044.06,232.2,78.34,2024-03-13,Anulado
3338,Efectivo,537.99,101.53,4.1,2023-11-18,Pagado
3339,Efectivo,884.02,218.38,85.24,2025-02-27,Anulado
3340,Transferencia,1275.2,78.54,50.18,2025-04-24,Pendiente
3341,Efectivo,1029.05,101.58,82.46,2023-10-03,Pendiente
3342,Transferencia,898.55,34.54,71.3,2024-03-12,Pendiente
3343,Efectivo,790.11,40.87,25.53,2024-05-11,Pendiente
3344,Transferencia,109.55,275.24,2.68,2023-07-13,Pendiente
3345,Transferencia,552.67,105.69,69.78,2023-06-18,Pagado
3346,Transferencia,1298.37,152.49,7.78,2023-11-08,Pagado
3347,Tarjeta,1012.87,133.99,77.6,2024-01-28,Pendiente
3348,Seguro,1163.08,135.61,49.67,2023-09-11,Pendiente
3349,Transferencia,589.55,262.16,36.99,2023-07-26,Anulado
3350,Efectivo,232.98,154.29,14.84,2025-05-08,Pendiente
3351,Tarjeta,749.66,140.98,3.85,2024-06-26,Pendiente
3352,Efectivo,1080.51,262.25,89.27,2023-06-28,Anulado
3353,Transferencia,843.76,93.16,68.8,2023-07-29,Pendiente
3354,Seguro,1349.76,276.61,84.55,2024-06-11,Pagado
3355,Seguro,668.24,59.24,56.36,2023-07-29,Pendiente
3356,Seguro,220.25,98.97,58.61,2023-09-19,Pendiente
3357,Efectivo,1398.69,232.96,43.09,2024-03-21,Pendiente
3358,Efectivo,594.63,37.18,15.49,2024-04-15,Pagado
3359,Seguro,263.91,144.8,36.04,2023-09-04,Pagado
3360,Transferencia,1234.7,284.53,69.34,2023-12-18,Pagado
3361,Transferencia,199.67,271.92,63.7,2024-04-09,Pagado
3362,Efectivo,541.53,288.11,33.64,2024-06-16,Pagado
3363,Transferencia,562.13,186.75,33.62,2023-08-06,Pendiente
3364,Seguro,1212.06,287.47,42.4,2024-07-08,Anulado
3365,Tarjeta,345.13,238.3,92.78,2024-06-12,Pendiente
3366,Seguro,651.4,16.19,82.04,2024-08-22,Anulado
3367,Transferencia,1150.01,90.46,80.35,2025-03-25,Anulado
3368,Efectivo,93.46,125.21,71.75,2023-07-09,Pendiente
3369,Tarjeta,165.21,26.64,91.07,2024-12-09,Anulado
3370,Seguro,860.78,229.79,9.35,2023-12-16,Anulado
3371,Seguro,895.45,66.92,55.6,2023-09-09,Pagado
3372,Tarjeta,1311.99,200.47,42.02,2023-05-30,Anulado
3373,Transferencia,987.03,7.33,8.8,2023-11-17,Pendiente
3374,Transferencia,1195.58,165.56,59.72,2023-05-12,Pagado
3375,Efectivo,585.66,61.38,4.37,2024-02-27,Pendiente
3376,Transferencia,120.31,183.33,18.99,2023-10-24,Anulado
3377,Tarjeta,1076.04,282.13,43.34,2023-12-28,Pendiente
3378,Efectivo,318.16,0.73,66.91,2024-09-07,Pagado
3379,Seguro,802.2,283.09,99.43,2025-03-10,Pagado
3380,Tarjeta,815.91,85.0,93.91,2024-01-07,Anulado
3381,Efectivo,1141.4,123.66,45.28,2024-04-17,Pendiente
3382,Tarjeta,1134.21,81.89,84.33,2024-09-29,Pagado
3383,Efectivo,838.33,89.69,69.94,2023-09-15,Pagado
3384,Transferencia,320.2,229.78,43.5,2024-03-11,Pendiente
3385,Transferencia,265.9,244.85,30.7,2023-08-14,Pagado
3386,Transferencia,721.5,167.64,76.65,2024-12-10,Pagado
3387,Seguro,918.94,130.23,23.96,2024-01-21,Anulado
3388,Transferencia,801.51,204.93,54.97,2025-01-04,Pendiente
3389,Transferencia,445.31,169.94,31.11,2024-10-04,Anulado
3390,Seguro,1012.44,91.79,94.99,2025-02-22,Pendiente
3391,Tarjeta,1475.0,170.71,70.31,2024-01-25,Pagado
3392,Efectivo,1225.04,99.08,43.72,2024-04-05,Pendiente
3393,Tarjeta,334.18,83.74,94.15,2024-03-30,Anulado
3394,Seguro,1198.75,175.0,1.11,2024-03-03,Anulado
3395,Seguro,438.99,286.55,38.86,2023-05-29,Pendiente
3396,Efectivo,1440.17,36.52,98.64,2024-08-31,Pagado
3397,Tarjeta,885.98,237.2,24.3,2024-09-21,Anulado
3398,Tarjeta,436.12,168.06,13.74,2024-05-18,Pagado
3399,Tarjeta,728.18,69.12,70.7,2023-10-29,Pendiente
3400,Efectivo,1472.81,202.65,6.43,2024-10-20,Anulado
3401,Seguro,763.31,90.24,88.33,2024-12-21,Anulado
3402,Transferencia,768.87,73.38,92.82,2023-11-01,Pendiente
3403,Transferencia,896.98,205.95,91.34,2024-02-13,Pendiente
3404,Seguro,1010.76,195.52,66.61,2025-04-12,Pendiente
3405,Seguro,778.5,168.49,0.21,2024-07-21,Pendiente
3406,Transferencia,147.3,220.43,91.66,2024-11-16,Anulado
3407,Seguro,994.9,78.34,25.54,2023-09-19,Anulado
3408,Transferencia,361.51,124.27,22.42,2024-08-18,Pendiente
3409,Efectivo,583.09,32.21,96.21,2023-10-07,Pendiente
3410,Tarjeta,1330.07,239.89,17.76,2024-01-23,Pagado
3411,Transferencia,268.84,294.21,51.01,2023-09-25,Pendiente
3412,Transferencia,711.07,29.93,36.87,2024-09-06,Pagado
3413,Tarjeta,522.41,189.47,9.27,2024-12-08,Anulado
3414,Transferencia,1022.47,197.22,80.45,2024-01-17,Pendiente
3415,Transferencia,959.66,70.63,31.66,2024-01-27,Anulado
3416,Transferencia,122.01,26.28,26.31,2025-01-24,Pagado
3417,Tarjeta,1257.79,212.87,50.07,2024-11-23,Pendiente
3418,Seguro,645.6,298.53,18.62,2024-01-01,Pendiente
3419,Efectivo,1180.15,38.66,20.45,2024-07-03,Pagado
3420,Efectivo,633.21,276.03,74.4,2025-03-30,Anulado
3421,Efectivo,1118.18,147.32,3.82,2023-12-11,Pagado
3422,Tarjeta,924.55,158.62,34.96,2023-12-06,Anulado
3423,Transferencia,891.55,229.99,36.18,2023-07-16,Anulado
3424,Efectivo,533.94,39.81,1.89,2024-08-29,Pagado
3425,Transferencia,943.81,128.76,95.75,2024-10-19,Pendiente
3426,Tarjeta,508.97,294.03,82.16,2024-05-29,Pagado
3427,Transferencia,1416.16,1.87,48.4,2025-02-02,Anulado
3428,Transferencia,229.08,12.04,7.68,2024-08-17,Anulado
3429,Tarjeta,1350.83,293.51,10.87,2024-09-18,Anulado
3430,Seguro,466.88,241.07,20.12,2023-11-16,Pendiente
3431,Efectivo,459.65,134.1,96.64,2025-02-25,Pagado
3432,Efectivo,460.96,24.81,12.63,2023-12-24,Pendiente
3433,Tarjeta,1209.78,53.88,42.5,2023-09-19,Pendiente
3434,Seguro,1291.05,52.66,20.12,2023-08-30,Pagado
3435,Seguro,1453.63,101.93,2.22,2025-04-16,Pagado
3436,Transferencia,707.85,99.53,14.98,2023-12-29,Pendiente
3437,Tarjeta,1346.66,202.34,40.52,2023-07-26,Pendiente
3438,Efectivo,258.76,217.21,11.27,2023-09-02,Pagado
3439,Transferencia,1359.96,253.64,91.75,2025-01-29,Pendiente
3440,Seguro,110.42,173.71,31.92,2024-02-27,Pagado
3441,Efectivo,1458.63,24.97,52.26,2025-02-12,Pendiente
3442,Seguro,1310.78,179.65,81.02,2024-02-03,Pagado
3443,Transferencia,1209.19,56.29,80.35,2024-02-11,Anulado
3444,Tarjeta,74.21,259.51,27.26,2023-07-07,Pendiente
3445,Transferencia,1454.06,261.26,41.86,2024-08-24,Pendiente
3446,Efectivo,1349.76,174.5,18.83,2023-07-15,Pagado
3447,Tarjeta,96.5,81.42,39.59,2023-06-25,Pendiente
3448,Seguro,1137.32,235.24,62.81,2024-03-27,Anulado
3449,Transferencia,1121.86,172.06,14.27,2023-11-26,Pagado
